2025-07-22 00:36:09,0.07, 0.05, 1.01
2025-07-22 00:36:10,0.07, 0.05, 1.01
2025-07-22 00:36:11,0.07, 0.05, 1.01
2025-07-22 00:36:12,0.07, 0.05, 1.01
2025-07-22 00:36:13,0.08, 0.04, 1.01
2025-07-22 00:36:14,0.08, 0.05, 1.01
2025-07-22 00:36:15,0.08, 0.05, 1.01
2025-07-22 00:36:16,0.10, -0.10, 0.96
2025-07-22 00:36:17,0.08, -0.41, 0.77
2025-07-22 00:36:18,0.04, -0.01, 1.03
2025-07-22 00:36:19,-0.12, 0.06, -0.90
2025-07-22 00:36:20,-0.48, 0.16, 0.80
2025-07-22 00:36:21,-0.51, -0.20, -0.98
2025-07-22 00:36:22,-0.56, 0.14, 0.80
2025-07-22 00:36:23,-0.36, -0.58, 0.98
2025-07-22 00:36:24,-0.17, -0.31, -0.77
2025-07-22 00:36:25,-0.28, 0.98, 1.02
2025-07-22 00:36:26,-0.02, -0.48, -0.74
2025-07-22 00:36:27,0.10, 0.75, 0.52
2025-07-22 00:36:28,-0.02, -0.83, -0.23
2025-07-22 00:36:29,-0.18, -0.49, 0.85
2025-07-22 00:36:30,-0.34, 0.05, -0.11
2025-07-22 00:36:31,-0.36, -0.07, 0.74
2025-07-22 00:36:32,0.02, -0.05, 1.02
2025-07-22 00:36:33,0.02, -0.02, 1.01
2025-07-22 00:36:34,0.02, -0.02, 1.01
2025-07-22 00:36:35,0.02, -0.02, 1.01
2025-07-22 00:36:36,0.02, -0.02, 1.01
2025-07-22 00:36:37,0.02, -0.02, 1.01
2025-07-22 00:36:38,0.02, -0.02, 1.01
2025-07-22 00:36:39,0.02, -0.02, 1.01
2025-07-22 00:36:40,0.02, -0.02, 1.01
2025-07-22 00:36:41,0.02, -0.02, 1.01
2025-07-22 00:36:42,0.02, -0.02, 1.01
2025-07-22 00:36:43,0.02, -0.02, 1.01
2025-07-22 00:36:44,0.02, -0.02, 1.01
2025-07-22 00:36:45,0.02, -0.02, 1.01
2025-07-22 00:36:46,0.02, -0.02, 1.01
2025-07-22 00:36:47,0.02, -0.02, 1.01
2025-07-22 00:36:48,0.02, -0.02, 1.01
2025-07-22 00:36:49,0.02, -0.02, 1.01
2025-07-22 00:36:50,0.02, -0.02, 1.01
2025-07-22 00:36:51,0.02, -0.02, 1.01
2025-07-22 00:36:52,0.02, -0.02, 1.01
2025-07-22 00:36:53,0.02, -0.02, 1.01
2025-07-22 00:36:54,0.02, -0.02, 1.01
2025-07-22 00:36:55,0.02, -0.02, 1.01
2025-07-22 00:36:56,0.02, -0.02, 1.01
2025-07-22 00:36:57,0.02, -0.02, 1.01
2025-07-22 00:36:58,0.02, -0.02, 1.01
2025-07-22 00:36:59,0.33, 0.02, 0.67
2025-07-22 00:37:00,0.10, 0.11, 1.00
2025-07-22 00:37:01,-0.27, -0.38, -0.96
2025-07-22 00:37:02,-0.35, 0.94, -0.24
2025-07-22 00:37:03,-0.54, 0.61, 0.55
2025-07-22 00:37:04,-0.36, -0.18, -1.12
2025-07-22 00:37:05,-0.18, -0.20, 0.77
2025-07-22 00:37:06,-0.33, -0.76, -0.55
2025-07-22 00:37:07,-0.07, -0.36, 0.92
2025-07-22 00:37:08,-0.15, 0.37, 0.81
2025-07-22 00:37:09,-0.06, 0.95, -0.33
2025-07-22 00:37:10,-0.15, 0.97, 0.28
2025-07-22 00:37:11,-0.39, 0.09, 0.84
2025-07-22 00:37:12,-0.52, -0.59, 0.49
2025-07-22 00:37:13,-0.34, -0.29, 0.85
2025-07-22 00:37:14,-0.44, -0.11, 0.90
2025-07-22 00:37:15,-0.10, -0.04, 1.00
2025-07-22 00:37:16,-0.10, -0.05, 1.00
2025-07-22 00:37:17,-0.30, -0.04, 1.08
2025-07-22 00:37:18,-0.09, -0.11, 1.00
2025-07-22 00:37:19,-0.19, -0.16, 1.00
2025-07-22 00:37:20,-0.03, 0.61, -0.81
2025-07-22 00:37:21,-0.09, -0.33, -1.06
2025-07-22 00:37:22,-0.19, -0.28, 0.86
2025-07-22 00:37:23,-0.55, -0.87, 0.17
2025-07-22 00:37:24,-0.14, 0.07, -1.07
2025-07-22 00:37:25,-0.44, -0.19, 0.59
