topic,payload_raw,t_server_utc,gx,gy,gz,t_device_ms,_id,source
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2321507}",2025-09-02 07:02:28.738987+00:00,0.2441,0.0,-0.5493,2321507,68b69684125e75235a24352e,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2322507}",2025-09-02 07:02:29.760910+00:00,0.2441,0.061,-0.4883,2322507,68b69685125e75235a24352f,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2324507}",2025-09-02 07:02:31.799435+00:00,0.2441,0.0,-0.5493,2324507,68b69687125e75235a243531,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2325507}",2025-09-02 07:02:33.092681+00:00,0.2441,0.061,-0.5493,2325507,68b69689125e75235a243532,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2328507}",2025-09-02 07:02:35.800069+00:00,0.1831,0.061,-0.4883,2328507,68b6968b125e75235a243534,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2329507}",2025-09-02 07:02:36.926904+00:00,0.1831,0.0,-0.4883,2329507,68b6968c125e75235a243535,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2331507}",2025-09-02 07:02:38.868442+00:00,0.2441,0.061,-0.4883,2331507,68b6968e125e75235a243536,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2332507}",2025-09-02 07:02:39.899415+00:00,0.2441,0.0,-0.4883,2332507,68b6968f125e75235a243537,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2335507}",2025-09-02 07:02:42.664443+00:00,0.1831,0.0,-0.4883,2335507,68b69692125e75235a243539,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2336507}",2025-09-02 07:02:43.900496+00:00,0.1831,0.061,-0.5493,2336507,68b69693125e75235a24353a,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2338507}",2025-09-02 07:02:45.734291+00:00,0.2441,0.0,-0.4883,2338507,68b69695125e75235a24353b,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2339507}",2025-09-02 07:02:46.761682+00:00,0.1831,0.0,-0.4883,2339507,68b69696125e75235a24353c,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2340507}",2025-09-02 07:02:47.587949+00:00,0.1831,0.0,-0.5493,2340507,68b69697125e75235a24353d,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2343507}",2025-09-02 07:02:51.266963+00:00,0.1831,0.061,-0.4883,2343507,68b6969b125e75235a24353f,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2344507}",2025-09-02 07:02:51.674053+00:00,0.1831,0.061,-0.5493,2344507,68b6969b125e75235a243540,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2346507}",2025-09-02 07:02:53.727862+00:00,0.2441,0.061,-0.5493,2346507,68b6969d125e75235a243541,tinydb
sit225/gyroscope,"{""gx"":0.0610,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2351507}",2025-09-02 07:02:58.841749+00:00,0.061,0.061,-0.4883,2351507,68b696a2125e75235a243544,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2353507}",2025-09-02 07:03:00.682448+00:00,0.1831,0.0,-0.4883,2353507,68b696a4125e75235a243545,tinydb
sit225/gyroscope,"{""gx"":0.3052,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2354507}",2025-09-02 07:03:01.708812+00:00,0.3052,0.0,-0.5493,2354507,68b696a5125e75235a243546,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2357507}",2025-09-02 07:03:04.781425+00:00,0.2441,0.0,-0.4883,2357507,68b696a8125e75235a243549,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2358507}",2025-09-02 07:03:05.814672+00:00,0.2441,0.0,-0.5493,2358507,68b696a9125e75235a24354a,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2360507}",2025-09-02 07:03:07.648301+00:00,0.1221,0.0,-0.4883,2360507,68b696ab125e75235a24354b,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2361507}",2025-09-02 07:03:08.670777+00:00,0.2441,0.0,-0.4883,2361507,68b696ac125e75235a24354c,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2365507}",2025-09-02 07:03:12.764614+00:00,0.2441,0.061,-0.4883,2365507,68b696b0125e75235a24354f,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2366507}",2025-09-02 07:03:13.790002+00:00,0.1831,0.0,-0.4883,2366507,68b696b1125e75235a243550,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2367507}",2025-09-02 07:03:14.825031+00:00,0.2441,0.0,-0.4883,2367507,68b696b2125e75235a243551,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2368507}",2025-09-02 07:03:15.942514+00:00,0.2441,0.061,-0.4883,2368507,68b696b3125e75235a243552,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2372507}",2025-09-02 07:03:19.727916+00:00,0.1831,0.0,-0.4883,2372507,68b696b7125e75235a243555,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2373507}",2025-09-02 07:03:20.756826+00:00,0.1831,0.061,-0.4883,2373507,68b696b8125e75235a243556,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2375507}",2025-09-02 07:03:22.904179+00:00,0.2441,0.061,-0.4883,2375507,68b696ba125e75235a243557,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2380507}",2025-09-02 07:03:27.720752+00:00,0.1831,0.0,-0.4883,2380507,68b696bf125e75235a24355a,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2382507}",2025-09-02 07:03:29.865059+00:00,0.1831,0.0,-0.4883,2382507,68b696c1125e75235a24355b,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2383507}",2025-09-02 07:03:30.791636+00:00,0.1831,0.0,-0.5493,2383507,68b696c2125e75235a24355c,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2387507}",2025-09-02 07:03:34.780156+00:00,0.1831,0.061,-0.4883,2387507,68b696c6125e75235a24355e,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2388507}",2025-09-02 07:03:35.699660+00:00,0.1831,0.0,-0.5493,2388507,68b696c7125e75235a24355f,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2389507}",2025-09-02 07:03:36.831938+00:00,0.1831,0.061,-0.4883,2389507,68b696c8125e75235a243560,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2390507}",2025-09-02 07:03:37.851240+00:00,0.1831,0.061,-0.4883,2390507,68b696c9125e75235a243561,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2394507}",2025-09-02 07:03:41.949026+00:00,0.1831,0.061,-0.4883,2394507,68b696cd125e75235a243563,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2395507}",2025-09-02 07:03:42.667093+00:00,0.2441,0.061,-0.4883,2395507,68b696ce125e75235a243564,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2397507}",2025-09-02 07:03:44.732234+00:00,0.1831,0.061,-0.4883,2397507,68b696d0125e75235a243565,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2401507}",2025-09-02 07:03:48.815848+00:00,0.1831,0.061,-0.4883,2401507,68b696d4125e75235a243568,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2402507}",2025-09-02 07:03:49.835713+00:00,0.2441,0.0,-0.4883,2402507,68b696d5125e75235a243569,tinydb
sit225/gyroscope,"{""gx"":0.3052,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2405507}",2025-09-02 07:03:52.798292+00:00,0.3052,0.0,-0.5493,2405507,68b696d8125e75235a24356a,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2406507}",2025-09-02 07:03:53.724469+00:00,0.2441,0.0,-0.4883,2406507,68b696d9125e75235a24356b,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2409507}",2025-09-02 07:03:56.802629+00:00,0.1831,0.061,-0.4883,2409507,68b696dc125e75235a24356d,tinydb
sit225/gyroscope,"{""gx"":0.0610,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2410507}",2025-09-02 07:03:57.926301+00:00,0.061,0.0,-0.5493,2410507,68b696dd125e75235a24356e,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2413507}",2025-09-02 07:04:00.797497+00:00,0.2441,0.0,-0.4883,2413507,68b696e0125e75235a243570,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2414507}",2025-09-02 07:04:01.816571+00:00,0.1831,0.061,-0.4883,2414507,68b696e1125e75235a243571,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2417507}",2025-09-02 07:04:04.785515+00:00,0.2441,0.061,-0.4883,2417507,68b696e4125e75235a243573,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2418507}",2025-09-02 07:04:05.820627+00:00,0.2441,0.0,-0.4883,2418507,68b696e5125e75235a243574,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2420507}",2025-09-02 07:04:07.670547+00:00,0.1831,0.0,-0.4883,2420507,68b696e7125e75235a243576,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2424507}",2025-09-02 07:04:12.056357+00:00,0.1831,0.0,-0.4883,2424507,68b696ec125e75235a243578,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2425507}",2025-09-02 07:04:12.783850+00:00,0.2441,0.061,-0.5493,2425507,68b696ec125e75235a243579,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2428507}",2025-09-02 07:04:15.949039+00:00,0.1831,0.0,-0.5493,2428507,68b696ef125e75235a24357a,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2429507}",2025-09-02 07:04:16.767223+00:00,0.1831,0.0,-0.5493,2429507,68b696f0125e75235a24357b,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2432507}",2025-09-02 07:04:19.839960+00:00,0.2441,0.0,-0.5493,2432507,68b696f3125e75235a24357c,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2433507}",2025-09-02 07:04:20.760086+00:00,0.2441,0.0,-0.5493,2433507,68b696f4125e75235a24357d,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2436507}",2025-09-02 07:04:23.934486+00:00,0.1831,0.0,-0.4883,2436507,68b696f7125e75235a24357f,tinydb
sit225/gyroscope,"{""gx"":0.3052,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2437507}",2025-09-02 07:04:24.754618+00:00,0.3052,0.0,-0.5493,2437507,68b696f8125e75235a243580,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2441507}",2025-09-02 07:04:28.756575+00:00,0.1831,0.0,-0.4883,2441507,68b696fc125e75235a243582,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2444507}",2025-09-02 07:04:31.848661+00:00,0.1831,0.0,-0.5493,2444507,68b696ff125e75235a243585,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2445507}",2025-09-02 07:04:32.843468+00:00,0.1221,0.061,-0.5493,2445507,68b69700125e75235a243586,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2446507}",2025-09-02 07:04:33.990133+00:00,0.1831,0.0,-0.4883,2446507,68b69701125e75235a243587,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2448507}",2025-09-02 07:04:35.813865+00:00,0.2441,0.061,-0.5493,2448507,68b69703125e75235a243589,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2449507}",2025-09-02 07:04:36.838063+00:00,0.2441,0.0,-0.4883,2449507,68b69704125e75235a24358a,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2453507}",2025-09-02 07:04:40.842829+00:00,0.2441,0.0,-0.4883,2453507,68b69708125e75235a24358c,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4272,""t_device_ms"":2454507}",2025-09-02 07:04:41.857542+00:00,0.2441,0.0,-0.4272,2454507,68b69709125e75235a24358d,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2456507}",2025-09-02 07:04:43.700156+00:00,0.1831,0.061,-0.4883,2456507,68b6970b125e75235a24358e,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2457507}",2025-09-02 07:04:44.748888+00:00,0.1831,0.061,-0.4883,2457507,68b6970c125e75235a24358f,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2461507}",2025-09-02 07:04:48.826106+00:00,0.1831,0.0,-0.5493,2461507,68b69710125e75235a243593,tinydb
sit225/gyroscope,"{""gx"":0.3052,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2462507}",2025-09-02 07:04:49.842551+00:00,0.3052,0.061,-0.4883,2462507,68b69711125e75235a243594,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2464507}",2025-09-02 07:04:51.699430+00:00,0.1831,0.061,-0.5493,2464507,68b69713125e75235a243595,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2468507}",2025-09-02 07:04:55.832435+00:00,0.1831,0.0,-0.4883,2468507,68b69717125e75235a243597,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2469507}",2025-09-02 07:04:56.827829+00:00,0.2441,0.0,-0.4883,2469507,68b69718125e75235a243598,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2471507}",2025-09-02 07:04:58.656989+00:00,0.2441,0.0,-0.4883,2471507,68b6971a125e75235a24359a,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2475507}",2025-09-02 07:05:03.689529+00:00,0.1831,0.0,-0.5493,2475507,68b6971f125e75235a24359b,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2479507}",2025-09-02 07:05:06.851249+00:00,0.1831,0.0,-0.4883,2479507,68b69722125e75235a24359e,tinydb
sit225/gyroscope,"{""gx"":0.3052,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2480507}",2025-09-02 07:05:07.658818+00:00,0.3052,0.0,-0.5493,2480507,68b69723125e75235a24359f,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2482507}",2025-09-02 07:05:09.718546+00:00,0.2441,0.0,-0.4883,2482507,68b69725125e75235a2435a0,tinydb
sit225/gyroscope,"{""gx"":0.3662,""gy"":0.0000,""gz"":-0.6104,""t_device_ms"":2483507}",2025-09-02 07:05:10.732527+00:00,0.3662,0.0,-0.6104,2483507,68b69726125e75235a2435a1,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2486507}",2025-09-02 07:05:13.797964+00:00,0.1221,0.061,-0.4883,2486507,68b69729125e75235a2435a4,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2487507}",2025-09-02 07:05:14.850585+00:00,0.2441,0.061,-0.5493,2487507,68b6972a125e75235a2435a5,tinydb
sit225/gyroscope,"{""gx"":0.3052,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2489507}",2025-09-02 07:05:16.678880+00:00,0.3052,0.0,-0.5493,2489507,68b6972c125e75235a2435a6,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2490507}",2025-09-02 07:05:17.693926+00:00,0.2441,0.0,-0.4883,2490507,68b6972d125e75235a2435a7,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2491507}",2025-09-02 07:05:18.830716+00:00,0.1831,0.061,-0.5493,2491507,68b6972e125e75235a2435a8,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2493507}",2025-09-02 07:05:20.770896+00:00,0.1831,0.061,-0.5493,2493507,68b69730125e75235a2435aa,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2497507}",2025-09-02 07:05:24.860902+00:00,0.2441,0.0,-0.5493,2497507,68b69734125e75235a2435ac,tinydb
sit225/gyroscope,"{""gx"":0.3662,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2498507}",2025-09-02 07:05:25.680389+00:00,0.3662,0.061,-0.5493,2498507,68b69735125e75235a2435ad,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.5493,""t_device_ms"":2506507}",2025-09-02 07:05:33.770518+00:00,0.2441,0.0,-0.5493,2506507,68b6973d125e75235a2435b0,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2508507}",2025-09-02 07:05:35.716909+00:00,0.2441,0.061,-0.5493,2508507,68b6973f125e75235a2435b2,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2509507}",2025-09-02 07:05:36.842762+00:00,0.1221,0.061,-0.4883,2509507,68b69740125e75235a2435b3,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2515507}",2025-09-02 07:05:42.681341+00:00,0.2441,0.0,-0.4883,2515507,68b69746125e75235a2435b6,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2519507}",2025-09-02 07:05:46.782676+00:00,0.1831,0.0,-0.4883,2519507,68b6974a125e75235a2435b8,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2520507}",2025-09-02 07:05:47.594796+00:00,0.2441,0.0,-0.4883,2520507,68b6974b125e75235a2435b9,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":-0.0610,""gz"":-0.5493,""t_device_ms"":2523507}",2025-09-02 07:05:50.679600+00:00,0.2441,-0.061,-0.5493,2523507,68b6974e125e75235a2435ba,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2524507}",2025-09-02 07:05:51.713824+00:00,0.2441,0.0,-0.4883,2524507,68b6974f125e75235a2435bb,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2526507}",2025-09-02 07:05:53.742122+00:00,0.1221,0.0,-0.4883,2526507,68b69751125e75235a2435bd,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2530507}",2025-09-02 07:05:57.836009+00:00,0.1831,0.061,-0.5493,2530507,68b69755125e75235a2435be,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2531507}",2025-09-02 07:05:58.859826+00:00,0.1831,0.061,-0.5493,2531507,68b69756125e75235a2435bf,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2535507}",2025-09-02 07:06:02.752350+00:00,0.1831,0.061,-0.4883,2535507,68b6975a125e75235a2435c1,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2537507}",2025-09-02 07:06:04.809158+00:00,0.1831,0.061,-0.5493,2537507,68b6975c125e75235a2435c3,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2542507}",2025-09-02 07:06:09.815744+00:00,0.1831,0.061,-0.4883,2542507,68b69761125e75235a2435c6,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2544507}",2025-09-02 07:06:11.861063+00:00,0.1831,0.0,-0.4883,2544507,68b69763125e75235a2435c8,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2548507}",2025-09-02 07:06:15.959739+00:00,0.1831,0.0,-0.4883,2548507,68b69767125e75235a2435ca,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2549507}",2025-09-02 07:06:16.783489+00:00,0.2441,0.061,-0.4883,2549507,68b69768125e75235a2435cb,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2552507}",2025-09-02 07:06:19.851394+00:00,0.1831,0.061,-0.4883,2552507,68b6976b125e75235a2435cc,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2553507}",2025-09-02 07:06:20.785566+00:00,0.1831,0.0,-0.4883,2553507,68b6976c125e75235a2435cd,tinydb
sit225/gyroscope,"{""gx"":0.1221,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2557507}",2025-09-02 07:06:24.662590+00:00,0.1221,0.061,-0.4883,2557507,68b69770125e75235a2435cf,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2559507}",2025-09-02 07:06:26.726660+00:00,0.2441,0.0,-0.4883,2559507,68b69772125e75235a2435d1,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2563507}",2025-09-02 07:06:30.833529+00:00,0.1831,0.061,-0.4883,2563507,68b69776125e75235a2435d3,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2564507}",2025-09-02 07:06:31.933844+00:00,0.1831,0.061,-0.4883,2564507,68b69777125e75235a2435d4,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2567507}",2025-09-02 07:06:34.813122+00:00,0.2441,0.061,-0.4883,2567507,68b6977a125e75235a2435d7,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2568507}",2025-09-02 07:06:35.726915+00:00,0.2441,0.061,-0.5493,2568507,68b6977b125e75235a2435d8,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2571507}",2025-09-02 07:06:38.793432+00:00,0.2441,0.061,-0.4883,2571507,68b6977e125e75235a2435d9,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2572507}",2025-09-02 07:06:39.828472+00:00,0.2441,0.061,-0.4883,2572507,68b6977f125e75235a2435da,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.4883,""t_device_ms"":2576507}",2025-09-02 07:06:43.709655+00:00,0.1831,0.061,-0.4883,2576507,68b69783125e75235a2435dc,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2578507}",2025-09-02 07:06:45.861800+00:00,0.1831,0.0,-0.4883,2578507,68b69785125e75235a2435dd,tinydb
sit225/gyroscope,"{""gx"":0.2441,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2579507}",2025-09-02 07:06:46.988611+00:00,0.2441,0.0,-0.4883,2579507,68b69786125e75235a2435de,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0610,""gz"":-0.5493,""t_device_ms"":2582507}",2025-09-02 07:06:49.956301+00:00,0.1831,0.061,-0.5493,2582507,68b69789125e75235a2435e1,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2583507}",2025-09-02 07:06:50.777264+00:00,0.1831,0.0,-0.4883,2583507,68b6978a125e75235a2435e2,tinydb
sit225/gyroscope,"{""gx"":0.1831,""gy"":0.0000,""gz"":-0.4883,""t_device_ms"":2584507}",2025-09-02 07:06:51.709181+00:00,0.1831,0.0,-0.4883,2584507,68b6978b125e75235a2435e3,tinydb
