timestamp,value
2025-09-15T23:23:46+10:00,9.547950744628906
2025-09-15T23:23:49+10:00,9.508950233459473
2025-09-15T23:23:52+10:00,8.374950408935547
2025-09-15T23:23:55+10:00,8.968050003051758
2025-09-15T23:23:58+10:00,7.170000553131104
2025-09-15T23:24:02+10:00,10.120050430297852
2025-09-15T23:24:05+10:00,7.888050556182861
2025-09-15T23:24:08+10:00,11.056050300598145
2025-09-15T23:24:11+10:00,8.326950073242188
2025-09-15T23:24:15+10:00,8.257050514221191
2025-09-15T23:23:46+10:00,9.547950744628906
2025-09-15T23:23:49+10:00,9.508950233459473
2025-09-15T23:23:52+10:00,8.374950408935547
2025-09-15T23:23:55+10:00,8.968050003051758
2025-09-15T23:23:58+10:00,7.170000553131104
2025-09-15T23:24:02+10:00,10.120050430297852
2025-09-15T23:24:05+10:00,7.888050556182861
2025-09-15T23:24:08+10:00,11.056050300598145
2025-09-15T23:24:11+10:00,8.326950073242188
2025-09-15T23:24:15+10:00,8.257050514221191
2025-09-15T23:23:46+10:00,9.547950744628906
2025-09-15T23:23:49+10:00,9.508950233459473
2025-09-15T23:23:52+10:00,8.374950408935547
2025-09-15T23:23:55+10:00,8.968050003051758
2025-09-15T23:23:58+10:00,7.170000553131104
2025-09-15T23:24:02+10:00,10.120050430297852
2025-09-15T23:24:05+10:00,7.888050556182861
2025-09-15T23:24:08+10:00,11.056050300598145
2025-09-15T23:24:11+10:00,8.326950073242188
2025-09-15T23:24:15+10:00,8.257050514221191
2025-09-15T23:23:46+10:00,9.547950744628906
2025-09-15T23:23:49+10:00,9.508950233459473
2025-09-15T23:23:52+10:00,8.374950408935547
2025-09-15T23:23:55+10:00,8.968050003051758
2025-09-15T23:23:58+10:00,7.170000553131104
2025-09-15T23:24:02+10:00,10.120050430297852
2025-09-15T23:24:05+10:00,7.888050556182861
2025-09-15T23:24:08+10:00,11.056050300598145
2025-09-15T23:24:11+10:00,8.326950073242188
2025-09-15T23:24:15+10:00,8.257050514221191
