timestamp,value
2025-09-16T14:11:40+10:00,-0.07500000298023224
2025-09-16T14:11:43+10:00,-0.05595000088214874
2025-09-16T14:11:47+10:00,-0.06300000101327896
2025-09-16T14:11:51+10:00,-0.040950000286102295
2025-09-16T14:11:54+10:00,-0.05100000277161598
2025-09-16T14:12:44+10:00,-0.010050000622868538
2025-09-16T14:12:49+10:00,-0.036000002175569534
2025-09-16T14:12:52+10:00,-0.05295000225305557
2025-09-16T14:12:55+10:00,-0.036000002175569534
2025-09-16T14:13:03+10:00,-0.022050000727176666
2025-09-16T14:13:06+10:00,-0.04800000041723251
2025-09-16T14:13:17+10:00,-0.07200000435113907
2025-09-16T14:13:20+10:00,0.4819500148296356
2025-09-16T14:13:23+10:00,-0.0990000069141388
2025-09-16T14:13:29+10:00,-0.09405000507831573
2025-09-16T14:13:33+10:00,-0.09105000644922256
2025-09-16T14:13:36+10:00,-0.09600000083446503
2025-09-16T14:13:40+10:00,-0.09405000507831573
2025-09-16T14:13:45+10:00,-0.4909500181674957
2025-09-16T14:13:49+10:00,-0.11100000888109207
