timestamp,value
2025-09-16T14:31:15+10:00,9.813000679016113
2025-09-16T14:31:18+10:00,9.780000686645508
2025-09-16T14:31:21+10:00,9.811050415039062
2025-09-16T14:31:24+10:00,9.816000938415527
2025-09-16T14:31:27+10:00,9.775050163269043
2025-09-16T14:31:30+10:00,9.781949996948242
2025-09-16T14:31:33+10:00,9.793950080871582
2025-09-16T14:31:36+10:00,9.757950782775879
2025-09-16T14:31:40+10:00,9.799050331115723
2025-09-16T14:31:43+10:00,9.859050750732422
2025-09-16T14:31:46+10:00,9.816000938415527
2025-09-16T14:31:49+10:00,9.811050415039062
2025-09-16T14:31:52+10:00,9.817950248718262
2025-09-16T14:31:55+10:00,9.796950340270996
2025-09-16T14:31:58+10:00,9.816000938415527
2025-09-16T14:32:01+10:00,9.811050415039062
2025-09-16T14:32:04+10:00,9.799050331115723
2025-09-16T14:32:07+10:00,9.805950164794922
2025-09-16T14:32:10+10:00,9.82800006866455
2025-09-16T14:32:14+10:00,9.796950340270996
