time,value
2025-09-09T03:06:35.473610757Z,0
2025-09-09T03:06:37.29895164Z,-0.42600002884864807
2025-09-09T03:06:38.323013602Z,-0.40905001759529114
2025-09-09T03:06:39.352968453Z,-0.5719500184059143
2025-09-09T03:06:40.368062202Z,-0.43800002336502075
2025-09-09T03:06:41.369984701Z,-0.5290500521659851
2025-09-09T03:06:42.381764432Z,-0.544950008392334
2025-09-09T03:06:43.411939597Z,-0.49695003032684326
2025-09-09T03:06:44.403114574Z,-0.505050003528595
2025-09-09T03:06:45.423751784Z,-0.547950029373169
2025-09-09T03:06:46.448408508Z,-0.51705002784729
2025-09-09T03:06:47.440785209Z,-0.5140500068664551
2025-09-09T03:06:48.494792219Z,-0.7200000286102295
2025-09-09T03:06:49.493877454Z,-0.5689499974250793
2025-09-09T03:06:50.505751549Z,-0.6720000505447388
2025-09-09T03:06:51.449686227Z,-0.6079500317573547
2025-09-09T03:06:52.477045597Z,-0.8010000586509705
2025-09-09T03:06:53.478806368Z,-0.35895001888275146
2025-09-09T03:06:54.625493967Z,-0.51705002784729
2025-09-09T03:06:55.629687786Z,-0.7560000419616699
2025-09-09T03:06:56.648835181Z,-0.33195000886917114
2025-09-09T03:06:57.683375747Z,0.9000000357627869
2025-09-09T03:06:58.704736786Z,-2.1880500316619873
2025-09-09T03:06:59.715881882Z,1.0530000925064087
2025-09-09T03:07:00.69997738Z,0.18195000290870667
2025-09-09T03:07:02.099058433Z,-1.5460500717163086
2025-09-09T03:07:02.789907466Z,-0.1860000044107437
2025-09-09T03:07:03.767960606Z,-0.10005000233650208
2025-09-09T03:07:04.755996408Z,-1.7230501174926758
2025-09-09T03:07:05.7881968Z,0.7920000553131104
2025-09-09T03:07:06.80506673Z,-0.6150000095367432
2025-09-09T03:07:07.787808742Z,-0.0019500000635161996
2025-09-09T03:07:08.825735678Z,-3.268050193786621
2025-09-09T03:07:09.850989684Z,-1.2610501050949097
2025-09-09T03:07:10.825966719Z,-1.5100500583648682
2025-09-09T03:07:11.85698753Z,-1.8739501237869263
2025-09-09T03:07:12.889746915Z,-1.4310001134872437
2025-09-09T03:07:13.887978873Z,-1.4929500818252563
2025-09-09T03:07:14.88895943Z,-1.4239500761032104
2025-09-09T03:07:15.893869312Z,-1.29705011844635
2025-09-09T03:07:16.963978733Z,-1.311000108718872
2025-09-09T03:07:17.98172096Z,-1.1610000133514404
2025-09-09T03:07:18.945956445Z,-1.1530500650405884
2025-09-09T03:07:19.943166692Z,-1.0699501037597656
2025-09-09T03:07:20.976865715Z,-3.367950201034546
2025-09-09T03:07:21.947733223Z,-2.2669501304626465
2025-09-09T03:07:22.993032393Z,0.7510500550270081
2025-09-09T03:07:23.981326551Z,1.53000009059906
2025-09-09T03:07:24.997945377Z,0.036000002175569534
2025-09-09T03:07:26.009826926Z,0.49500003457069397
2025-09-09T03:07:27.026972474Z,0.10500000417232513
2025-09-09T03:07:28.051836148Z,0.4639500081539154
2025-09-09T03:07:29.080048097Z,-0.06599999964237213
2025-09-09T03:07:30.124485048Z,3.9619503021240234
2025-09-09T03:07:31.069263838Z,0.09300000220537186
2025-09-09T03:07:32.088148728Z,0.8659500479698181
2025-09-09T03:07:33.094141324Z,-1.2280501127243042
2025-09-09T03:07:34.092197468Z,-2.2669501304626465
2025-09-09T03:07:35.119331508Z,-2.521050214767456
2025-09-09T03:07:36.138811636Z,-1.5370501279830933
2025-09-09T03:07:37.140922479Z,-2.9250001907348633
2025-09-09T03:07:38.16596038Z,1.2850500345230103
2025-09-09T03:07:39.213343288Z,-0.598050057888031
2025-09-09T03:07:40.211201332Z,-0.21195000410079956
2025-09-09T03:07:41.21119843Z,-1.7400001287460327
2025-09-09T03:07:42.203727985Z,-2.2860000133514404
2025-09-09T03:07:43.256377104Z,-2.0370001792907715
2025-09-09T03:07:44.234146274Z,-2.3460001945495605
2025-09-09T03:07:45.25776594Z,-3.1240501403808594
2025-09-09T03:07:46.324149968Z,-2.86995005607605
2025-09-09T03:07:47.348599183Z,-2.8410000801086426
2025-09-09T03:07:48.370092322Z,-2.0940001010894775
2025-09-09T03:07:49.330810487Z,-0.781950056552887
2025-09-09T03:07:50.318024738Z,-2.1850500106811523
2025-09-09T03:07:57.71587556Z,1.2060000896453857
2025-09-09T03:07:58.689931436Z,2.949000120162964
2025-09-09T03:07:59.706854568Z,2.3239500522613525
2025-09-09T03:08:00.719222713Z,2.3359501361846924
2025-09-09T03:08:01.804111281Z,2.0280001163482666
2025-09-09T03:08:02.770343859Z,-0.4540500342845917
2025-09-09T03:08:03.787170877Z,-0.9739500284194946
2025-09-09T03:08:04.798908318Z,-1.0410000085830688
2025-09-09T03:08:05.799384527Z,-1.1130000352859497
2025-09-09T03:08:06.918300629Z,-1.2919501066207886
2025-09-09T03:08:07.974067751Z,-1.4380500316619873
2025-09-09T03:08:08.889356488Z,-1.2660000324249268
2025-09-09T03:08:09.90205571Z,-1.2919501066207886
2025-09-09T03:08:10.896892515Z,-1.3069500923156738
2025-09-09T03:08:11.925160007Z,-1.4839500188827515
2025-09-09T03:08:12.93776388Z,0.08595000207424164
2025-09-09T03:08:13.899951572Z,-0.21495001018047333
2025-09-09T03:08:14.911946607Z,-0.09495000541210175
2025-09-09T03:08:15.917782259Z,-0.1360500007867813
2025-09-09T03:08:16.936999772Z,-0.0880500078201294
2025-09-09T03:08:17.995947955Z,-0.6030000448226929
2025-09-09T03:08:18.956872193Z,0.05205000191926956
2025-09-09T03:08:19.95800904Z,4.120050430297852
2025-09-09T03:08:20.973948009Z,3.853950262069702
