timestamp,sample_id,x,y,z
2025-09-17T15:17:52.751134,0,0.036000002175569534,,
2025-09-17T15:17:52.751134,1,,3.453000068664551,
2025-09-17T15:17:52.751134,2,,,9.490050315856934
2025-09-17T15:18:23.385671,3,-0.8449500203132629,,
2025-09-17T15:18:24.392816,4,,0.07005000114440918,
2025-09-17T15:18:25.398129,5,,,9.787050247192383
2025-09-17T15:18:26.411589,6,-3.0829501152038574,,
2025-09-17T15:18:27.419814,7,,-0.28995001316070557,
2025-09-17T15:18:28.424845,8,,,9.094950675964355
2025-09-17T15:18:29.436809,9,-0.21000000834465027,,
2025-09-17T15:18:30.448838,10,,4.2460503578186035,
2025-09-17T15:18:31.450531,11,,,8.971050262451172
2025-09-17T15:18:32.461973,12,-0.09795000404119492,,
2025-09-17T15:18:33.475025,13,,4.236000061035156,
2025-09-17T15:18:34.485012,14,,,8.892000198364258
2025-09-17T15:18:35.490996,15,-1.0669500827789307,,
2025-09-17T15:18:36.497334,16,,1.8760501146316528,
2025-09-17T15:18:37.508618,17,,,9.438000679016113
2025-09-17T15:18:38.520208,18,-1.1509500741958618,,
2025-09-17T15:18:39.522018,19,,1.8780001401901245,
2025-09-17T15:18:40.531140,20,,,9.861000061035156
2025-09-17T15:18:41.542294,21,-0.7320000529289246,,
2025-09-17T15:18:42.553999,22,,3.0679502487182617,
2025-09-17T15:18:43.565061,23,,,8.631000518798828
2025-09-17T15:18:44.573448,24,-0.0690000057220459,,
2025-09-17T15:18:45.580397,25,,2.829000234603882,
2025-09-17T15:18:46.587567,26,,,9.415950775146484
2025-09-17T15:18:47.603046,27,-0.5239500403404236,,
2025-09-17T15:18:48.614527,28,,2.6130001544952393,
2025-09-17T15:18:49.620158,29,,,9.508950233459473
