timestamp,sample_id,x,y,z
2025-09-17T15:20:55.599168,150,,,9.799050331115723
2025-09-17T15:20:56.605266,151,-0.07095000147819519,,
2025-09-17T15:20:57.617768,152,,-0.004950000438839197,
2025-09-17T15:20:58.629726,153,,,9.84000015258789
2025-09-17T15:20:59.636561,154,,,9.775050163269043
2025-09-17T15:21:01.643829,155,-0.13095000386238098,,
2025-09-17T15:21:02.649445,156,,0.00795000046491623,
2025-09-17T15:21:03.656764,157,,,9.829950332641602
2025-09-17T15:21:04.660870,158,-0.0880500078201294,,
2025-09-17T15:21:05.668608,159,,-0.043950002640485764,
2025-09-17T15:21:06.676875,160,,,9.784950256347656
2025-09-17T15:21:07.686510,161,,-0.039000000804662704,
2025-09-17T15:21:08.689071,162,,,9.736950874328613
2025-09-17T15:21:09.698113,163,-0.13095000386238098,,
2025-09-17T15:21:10.700418,164,,-0.004950000438839197,
2025-09-17T15:21:11.701399,165,,,9.784950256347656
2025-09-17T15:21:12.710649,166,-0.14100000262260437,,
2025-09-17T15:21:13.710945,167,,-0.034050002694129944,
2025-09-17T15:21:14.721984,168,,,9.82800006866455
2025-09-17T15:21:15.736876,169,-0.09300000220537186,,
2025-09-17T15:21:16.746646,170,,0.0,
2025-09-17T15:21:17.747031,171,,,9.754050254821777
2025-09-17T15:21:18.749486,172,-0.1380000114440918,,
2025-09-17T15:21:19.759502,173,,0.003000000026077032,
2025-09-17T15:21:20.769750,174,,,9.823050498962402
2025-09-17T15:21:21.776462,175,-0.09000000357627869,,
2025-09-17T15:21:22.786025,176,,-0.031950000673532486,
2025-09-17T15:21:23.799143,177,,,9.790050506591797
2025-09-17T15:21:24.805752,178,,-0.039000000804662704,
2025-09-17T15:21:25.806544,179,,,9.799050331115723
