timestamp,sample_id,x,y,z
2025-09-17T15:23:09.695682,0,,-0.010050000622868538,
2025-09-17T15:23:09.695682,1,-0.08595000207424164,,
2025-09-17T15:23:09.695682,2,,,9.808950424194336
2025-09-17T15:23:11.714505,3,-0.10005000233650208,,
2025-09-17T15:23:12.725759,4,,-0.019950000569224358,
2025-09-17T15:23:12.725759,5,,,9.799050331115723
2025-09-17T15:23:13.735281,6,-0.10695000737905502,,
2025-09-17T15:23:15.743471,7,,-0.012000000104308128,
2025-09-17T15:23:15.743471,8,,,9.808950424194336
2025-09-17T15:23:17.748347,9,-0.11205000430345535,,
2025-09-17T15:23:18.758436,10,,-0.031950000673532486,
2025-09-17T15:23:18.758436,11,,,9.780000686645508
2025-09-17T15:23:19.771604,12,-0.10200000554323196,,
2025-09-17T15:23:21.788629,13,,-0.016950000077486038,
2025-09-17T15:23:21.788629,14,,,9.813000679016113
2025-09-17T15:23:23.811482,15,-0.10695000737905502,,
2025-09-17T15:23:23.811482,16,,,9.796950340270996
2025-09-17T15:23:25.824889,17,-0.09000000357627869,,
2025-09-17T15:23:26.829074,18,,0.003000000026077032,
2025-09-17T15:23:26.830055,19,,,9.825000762939453
2025-09-17T15:23:27.834061,20,-0.10695000737905502,,
2025-09-17T15:23:29.854572,21,,-0.012000000104308128,
2025-09-17T15:23:29.854572,22,,,9.804000854492188
2025-09-17T15:23:32.879397,23,,-0.004950000438839197,
2025-09-17T15:23:32.879397,24,,,9.811050415039062
2025-09-17T15:23:33.891584,25,-0.10200000554323196,,
2025-09-17T15:23:35.902387,26,,-0.012000000104308128,
2025-09-17T15:23:35.902387,27,,,9.804000854492188
2025-09-17T15:23:37.921658,28,-0.09495000541210175,,
2025-09-17T15:23:38.933942,29,,-0.027000000700354576,
