timestamp,sample_id,x,y,z
2025-09-17T15:19:21.845000,60,,,9.555000305175781
2025-09-17T15:19:22.854868,61,-1.8790501356124878,,
2025-09-17T15:19:23.868695,62,,0.8479500412940979,
2025-09-17T15:19:25.898480,63,-1.9270501136779785,,
2025-09-17T15:19:26.907023,64,,0.8029500246047974,
2025-09-17T15:19:27.910998,65,,,9.514050483703613
2025-09-17T15:19:28.926337,66,-1.8690000772476196,,
2025-09-17T15:19:29.936810,67,,0.8749500513076782,
2025-09-17T15:19:30.945369,68,,,9.567000389099121
2025-09-17T15:19:31.960592,69,-1.9530000686645508,,
2025-09-17T15:19:32.969208,70,,0.8149500489234924,
2025-09-17T15:19:33.974759,71,,,9.543000221252441
2025-09-17T15:19:34.987996,72,-1.9170000553131104,,
2025-09-17T15:19:35.993345,73,,0.7980000376701355,
2025-09-17T15:19:37.002053,74,,,9.571950912475586
2025-09-17T15:19:38.012030,75,-1.9290001392364502,,
2025-09-17T15:19:39.020832,76,,0.8269500136375427,
2025-09-17T15:19:40.026515,77,,,9.550050735473633
2025-09-17T15:19:41.034477,78,-1.9200000762939453,,
2025-09-17T15:19:42.044087,79,,0.8320500254631042,
2025-09-17T15:19:43.050387,80,,,9.556950569152832
2025-09-17T15:19:44.053412,81,,0.8460000157356262,
2025-09-17T15:19:45.056781,82,,,9.579000473022461
2025-09-17T15:19:46.059568,83,-1.9339500665664673,,
2025-09-17T15:19:47.067739,84,,0.8080500364303589,
2025-09-17T15:19:48.070258,85,,,9.562050819396973
2025-09-17T15:19:49.084760,86,-1.9270501136779785,,
2025-09-17T15:19:50.090796,87,,0.8100000619888306,
2025-09-17T15:19:51.098190,88,,,9.532950401306152
2025-09-17T15:19:52.103755,89,-2.0490000247955322,,
