timestamp,sample_id,x,y,z
2025-09-17T15:26:16.215402,180,-0.05205000191926956,,
2025-09-17T15:26:17.218936,181,,-0.00795000046491623,
2025-09-17T15:26:18.224036,182,,,9.772950172424316
2025-09-17T15:26:19.235553,183,-0.10500000417232513,,
2025-09-17T15:26:20.233882,184,,-0.012000000104308128,
2025-09-17T15:26:21.246090,185,,,9.892950057983398
2025-09-17T15:26:22.255315,186,-0.11400000751018524,,
2025-09-17T15:26:23.266832,187,,-0.004950000438839197,
2025-09-17T15:26:24.261071,188,,,9.760950088500977
2025-09-17T15:26:25.273512,189,-0.1189500093460083,,
2025-09-17T15:26:26.285509,190,,0.0010500000789761543,
2025-09-17T15:26:27.293012,191,,,9.790050506591797
2025-09-17T15:26:28.300829,192,-0.10695000737905502,,
2025-09-17T15:26:29.304552,193,,0.013050000183284283,
2025-09-17T15:26:30.317643,194,,,9.837000846862793
2025-09-17T15:26:31.328615,195,-0.0880500078201294,,
2025-09-17T15:26:32.332978,196,,-0.00795000046491623,
2025-09-17T15:26:33.342157,197,,,9.792000770568848
2025-09-17T15:26:34.351097,198,-0.09795000404119492,,
2025-09-17T15:26:35.360787,199,,-0.024000000208616257,
2025-09-17T15:26:36.364917,200,,,9.837000846862793
2025-09-17T15:26:37.371533,201,,-0.010050000622868538,
2025-09-17T15:26:38.378930,202,,,9.792000770568848
2025-09-17T15:26:39.386082,203,-0.09000000357627869,,
2025-09-17T15:26:40.395275,204,,-0.012000000104308128,
2025-09-17T15:26:41.403877,205,-0.1360500007867813,,
2025-09-17T15:26:42.412733,206,,-0.031950000673532486,
2025-09-17T15:26:43.421277,207,,,9.849000930786133
2025-09-17T15:26:44.433781,208,-0.12600000202655792,,
2025-09-17T15:26:45.442976,209,,-0.027000000700354576,
2025-09-17T15:26:46.451550,210,,,9.804000854492188
2025-09-17T15:26:48.463839,211,-0.1360500007867813,,
2025-09-17T15:26:49.470873,212,,-0.019950000569224358,
2025-09-17T15:26:50.476610,213,,,9.813000679016113
2025-09-17T15:26:51.482435,214,-0.07800000160932541,,
2025-09-17T15:26:52.489596,215,,-0.010050000622868538,
2025-09-17T15:26:53.494038,216,,,9.82800006866455
2025-09-17T15:26:54.504775,217,-0.10200000554323196,,
2025-09-17T15:26:55.518028,218,,-0.034050002694129944,
2025-09-17T15:26:56.527219,219,,,9.745950698852539
2025-09-17T15:26:57.535010,220,-0.11700000613927841,,
2025-09-17T15:26:58.546508,221,,0.0,
2025-09-17T15:26:59.560493,222,,,9.787050247192383
2025-09-17T15:27:00.571420,223,-0.10695000737905502,,
2025-09-17T15:27:01.579017,224,,-0.00795000046491623,
2025-09-17T15:27:02.584253,225,,,9.816000938415527
2025-09-17T15:27:03.591554,226,-0.12195000797510147,,
2025-09-17T15:27:04.601841,227,,0.0010500000789761543,
2025-09-17T15:27:05.611249,228,,,9.805950164794922
2025-09-17T15:27:06.615914,229,-0.09000000357627869,,
2025-09-17T15:27:07.627855,230,,-0.016950000077486038,
2025-09-17T15:27:08.640376,231,,,9.811050415039062
2025-09-17T15:27:09.645653,232,-0.08100000023841858,,
2025-09-17T15:27:10.649590,233,,-0.022050000727176666,
2025-09-17T15:27:11.657133,234,,,9.817950248718262
2025-09-17T15:27:12.665058,235,-0.10500000417232513,,
2025-09-17T15:27:13.670684,236,,-0.004950000438839197,
2025-09-17T15:27:14.678139,237,,,9.859050750732422
2025-09-17T15:27:15.691342,238,-0.10200000554323196,,
2025-09-17T15:27:16.693623,239,,-0.015000000596046448,
